StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות 26-40קמ""ש מעל, לא עירוני עם שטח הפרדה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות ב-20 70קמ""ש ,21-30קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות בלתי סבירה בתנאי הדרך.,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות העולה על המסומן בתמרור,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות העולה על המצוין ברשיון הרכב,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות העולה על המצוין בתמרור,
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ-21 עד 30 קמ""ש מעל, דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ-21עד 30 קמ""ש מעל, עירוני, 50 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ-26 עד 40 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 31 עד 40 קמ""ש מעל, דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 31 עד 40 קמ""ש מעל, דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל ,דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל ,דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל ,דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 עד 50 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 קמ""ש מעל ,דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 41 קמ""ש מעל, דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל ,דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל ,דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מ 51 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות מסחרי מעל 12 טון דרך מהירה,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות מעל המותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות מעל המצויין ברשיון הרכב,
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות מעל למסומן בתמרור - מכ""ם",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 20 קמ""ש מעל דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 20 קמ""ש מעל,דרך עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25  קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25 קמ""ש מעל המותר דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25 קמ""ש מעל, דרך שאינה עירונית",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות עד 25 קמ""ש מעל,לא עירוני,80 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-26 עד 40,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-26 עד 40,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-41 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 מ-41 ומעלה,
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות תמרור ב-22 מ-41 קמ""ש ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 עד 25 יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 עד 25 יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,מהירות תמרור ב-22 עד 25 יותר,
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות,דרך מהירה מ-26קמ""ש עד 40קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות,דרך מהירה מ-41 קמ""ש ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות,דרך שאינה עירונית ב-66",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מהירות26-40 קמ""ש מעל,לא עירוני,80 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון ,מהירה,תמרור 426 מ-31 קמ""ש ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון,מהירה,תמרור 426 ,41 קמ""ש ומעל",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון+, עד 25 קמ""ש מעל,דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון+,26-40קמ""ש מעל,דרך מהירה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי 12 טון+,לא עירונית תמרור 426 ,41 קמש+",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מ12000,מהירה ב-20 מ26עד40",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מ12000,מהירה ב-20 עד25 יותר",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מ12000,עירוני ב-20 מ31 ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"מסחרי מעל 12טון מ-41 קמ""ש לא עירוני+שטח הפרדה",
עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה בדרך עירונית - מהירות מופרזת,
עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
עבירות תנועה,מהירות מופרזת לגבי החוק,נהיגה במהירות מופרזת,
עבירות תנועה,מהירות מופרזת לגבי החוק,"עירונית ב-20 50קמ""ש עד 20קמ""ש מעל12טון",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי דרך לא עירונית מהירות עד 25קמ""ש כולל",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי דרך שאינה עירונית 41 קמ""ש ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי טרקטור מ.ניידת,בינעירוני",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי מהירות דרך עירונית 31 קמ""ש ומעלה",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי מהירות, עירונית, 40-31 קמ""ש מעל",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי,דרך עירונית, 21 קמ""ש -30 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"רכב איטי,דרך שאינה עירונית,26-40 קמ""ש",
עבירות תנועה,מהירות מופרזת לגבי החוק,"שטח הפרדה (90 קמ""ש) 41 קמש +,למעט מעל 12000",
עבירות תנועה,מטען שלא כחוק,אורך רכב ומטען עולה על 20 מ' ללא היתר,
עבירות תנועה,מטען שלא כחוק,אי סימון מטען חורג מאחור,
עבירות תנועה,מטען שלא כחוק,אי סימון מטען חורג מלפנים,
עבירות תנועה,מטען שלא כחוק,אי סימון קצה מטען,
עבירות תנועה,מטען שלא כחוק,אי ציות לתמרור 407,
עבירות תנועה,מטען שלא כחוק,"הובלת חומ""ס גזים- בגלילים שלא במאונך או שלא במסגרת",
עבירות תנועה,מטען שלא כחוק,הובלת חומר מסוכן ללא אישור מוביל לרכב זה,
עבירות תנועה,מטען שלא כחוק,הובלת חומר מסוכן ללא היתר מהמפקח על התעבורה,
עבירות תנועה,מטען שלא כחוק,הובלת חומר מסוכן שאינו ארוז ומסומן כחוק,
עבירות תנועה,מטען שלא כחוק,"הובלת חומר מסוכן שלא עפ""י שטר או תעודת מטען",
עבירות תנועה,מטען שלא כחוק,הובלת מטען בתפזורת ללא כיסוי מתאים,
עבירות תנועה,מטען שלא כחוק,"הובלת מטען גבה מעל 4.8מ'רכב מעל 15,000 ק""ג",
עבירות תנועה,מטען שלא כחוק,הובלת מטען חורג בתפזורת,
עבירות תנועה,מטען שלא כחוק,הובלת מטען ללא שטר מטען או מסמך להובלה עצמית,
עבירות תנועה,מטען שלא כחוק,הובלת מטען מסתיר את שדה הראיה,
עבירות תנועה,מטען שלא כחוק,הובלת מטען רוחב בזמן תאורה ללא תאורה הולמת,
