"disease_type","Jerusalem","Zefat","Kinneret","Afula","Akko","Nazareth","Haifa","Hadera","Ha'Sharon","Petach Tiqwa","Ramla","Rehovot","Tel Aviv","Beer Sheva","Ashqelon","disease_type_heb","week_num","year"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","21","2021"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","21","2021"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"שחפת ריאות פעילה","21","2021"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","21","2021"
"Shigellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיגלוזיס","21","2021"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","21","2021"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","21","2021"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","21","2021"
"Pertussis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שעלת","21","2021"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","21","2021"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","21","2021"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","21","2021"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","21","2021"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","21","2021"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","21","2021"
"Varicella - Chickenpox",1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,"אבעבועות רוח","22","2021"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","22","2021"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","22","2021"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","22","2021"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","22","2021"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","22","2021"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","22","2021"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","22","2021"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","22","2021"
"Brucellosis",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"ברוצלוזיס","22","2021"
"Giardiasis",0,0,0,0,1,0,1,0,0,2,0,0,8,0,0,"ג'יארדיאזיס","22","2021"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","22","2021"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","22","2021"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","22","2021"
"Acute Hepatitis A",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","22","2021"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","22","2021"
"Acute Hepatitis C",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","22","2021"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","22","2021"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","22","2021"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","22","2021"
"Meningitis - Haemophilus influenzae b",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","22","2021"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","22","2021"
"Acute viral meningitis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","22","2021"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","22","2021"
"Meningitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","22","2021"
"Gonorrhea",0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,"זיבה","22","2021"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","22","2021"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","22","2021"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק","22","2021"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","22","2021"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","22","2021"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","22","2021"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","22","2021"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","22","2021"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","22","2021"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","22","2021"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","22","2021"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","22","2021"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","22","2021"
"Chlamydia trachomatis of the genital tract",0,0,6,8,0,0,0,0,0,4,0,0,10,1,0,"כלמידיה טרכומטיס בדרכי המין","22","2021"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","22","2021"
"Listeriosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ליסטריוזיס","22","2021"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","22","2021"
"Cutaneous leishmaniasis",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"לישמניאזיס של העור","22","2021"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"לפטוספירוזיס","22","2021"
"Legionellosis",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"מחלת הלגיונרים","22","2021"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מחלת קרויצפלדט-יעקוב","22","2021"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","22","2021"
"GAS Invasive Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","22","2021"
"Perinatal streptococcal B early onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","22","2021"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","22","2021"
"Salmonellosis of the gastrointestinal tract",0,0,1,1,4,0,0,4,2,0,0,0,4,1,0,"סלמונלוזיס של דרכי העיכול","22","2021"
"Syphilis - primary and secondary",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת ראשונית ושניונית","22","2021"
"Syphilis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת אחרת ומאוחרת","22","2021"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","22","2021"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","22","2021"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","22","2021"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","22","2021"
"Q fever",0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,"קדחת Q","22","2021"
"Dangue fever",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","22","2021"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","22","2021"
"Relapsing fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","22","2021"
"Spotted fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת כתמים","22","2021"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","22","2021"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","22","2021"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","22","2021"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","22","2021"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","22","2021"
"Campylobacteriosis",0,0,7,0,8,0,8,0,0,0,0,0,25,0,0,"קמפילובקטריוזיס","22","2021"
"Criptosporidiosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קריפטוספורידיוזיס","22","2021"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","22","2021"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת ריאות פעילה","22","2021"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","22","2021"
"Shigellosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיגלוזיס","22","2021"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","22","2021"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","22","2021"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","22","2021"
"Pertussis",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,"שעלת","22","2021"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","22","2021"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","22","2021"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","22","2021"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","22","2021"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","22","2021"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","22","2021"
"Varicella - Chickenpox",0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,"אבעבועות רוח","23","2021"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","23","2021"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","23","2021"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","23","2021"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","23","2021"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","23","2021"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","23","2021"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","23","2021"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","23","2021"
"Brucellosis",1,2,0,0,2,0,0,0,0,0,0,0,0,1,0,"ברוצלוזיס","23","2021"
"Giardiasis",13,0,0,0,0,0,0,0,5,0,0,0,22,0,1,"ג'יארדיאזיס","23","2021"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","23","2021"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","23","2021"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","23","2021"
"Acute Hepatitis A",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","23","2021"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"דלקת כבד נגיפית B","23","2021"
"Acute Hepatitis C",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"דלקת כבד נגיפית C","23","2021"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","23","2021"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","23","2021"
"Meningitis - meningococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","23","2021"
"Meningitis - Haemophilus influenzae b",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","23","2021"
"Meningitis - pneumococcal",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","23","2021"
"Acute viral meningitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","23","2021"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","23","2021"
"Meningitis - other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","23","2021"
"Gonorrhea",0,0,0,0,0,0,0,0,3,0,0,1,8,0,0,"זיבה","23","2021"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","23","2021"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","23","2021"
"Pneumococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,"זיהום פולשני ע""י פנוימוקוק","23","2021"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","23","2021"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","23","2021"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","23","2021"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","23","2021"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","23","2021"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","23","2021"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","23","2021"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","23","2021"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","23","2021"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","23","2021"
"Chlamydia trachomatis of the genital tract",0,0,0,4,0,0,0,0,8,0,0,0,3,1,0,"כלמידיה טרכומטיס בדרכי המין","23","2021"
"Lymphogranuloma venereum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לימפוגרנולומה ונראום","23","2021"
"Listeriosis",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"ליסטריוזיס","23","2021"
"Visceral leishmaniasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לישמניאזיס - קלה אזר","23","2021"
"Cutaneous leishmaniasis",0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,"לישמניאזיס של העור","23","2021"
"Leptospirosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"לפטוספירוזיס","23","2021"
"Legionellosis",0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,"מחלת הלגיונרים","23","2021"
"Creutzfeldt-Jacob disease",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"מחלת קרויצפלדט-יעקוב","23","2021"
"Malaria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"מלריה","23","2021"
"GAS Invasive Infection",0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,"סטרפטוקוקים מקבוצה A זיהום פולשני","23","2021"
"Perinatal streptococcal B early onset",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מוקדמת","23","2021"
"Perinatal streptococcal B late onset",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"סטרפטוקוק B סב-לידתי - התחלה מאוחרת","23","2021"
"Salmonellosis of the gastrointestinal tract",6,3,0,8,4,0,0,0,1,0,0,0,14,1,5,"סלמונלוזיס של דרכי העיכול","23","2021"
"Syphilis - primary and secondary",0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,"עגבת ראשונית ושניונית","23","2021"
"Syphilis - other",0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,"עגבת אחרת ומאוחרת","23","2021"
"Congenital Syphilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"עגבת מלידה","23","2021"
"Paratyphoid fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"פאראטיפואיד","23","2021"
"Tetanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צפדת","23","2021"
"Leprosy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"צרעת","23","2021"
"Q fever",0,0,0,3,0,0,0,0,0,0,0,1,3,0,3,"קדחת Q","23","2021"
"Dangue fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת דנגי","23","2021"
"Rift Valley fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת השקע האפריקני","23","2021"
"Relapsing fever",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"קדחת חוזרת","23","2021"
"Spotted fever",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"קדחת כתמים","23","2021"
"West Nile fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת מערב הנילוס","23","2021"
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג","23","2021"
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג","23","2021"
"Yellow Fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת צהובה","23","2021"
"Rheumatic fever",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת שיגרון","23","2021"
"Campylobacteriosis",22,0,0,20,12,0,0,0,19,0,0,3,76,0,12,"קמפילובקטריוזיס","23","2021"
"Criptosporidiosis",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"קריפטוספורידיוזיס","23","2021"
"Other rickettsial diseases",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ריקטסיוזות אחרות","23","2021"
"Tuberculosis - active pulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת ריאות פעילה","23","2021"
"Tuberculosis - extrapulmonary",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שחפת מחוץ לריאות","23","2021"
"Shigellosis",2,0,0,2,0,0,0,0,1,0,0,0,1,0,0,"שיגלוזיס","23","2021"
"Poliomyelitis caused by wild-type poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו","23","2021"
"Poliomyelitis caused by vaccine derived poliovirus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון","23","2021"
"Acute flaccid paralysis (through 15)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק רפה חד (עד גיל 15 ועד בכלל)","23","2021"
"Pertussis",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"שעלת","23","2021"
"Influenza caused by a new subtype",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש","23","2021"
"Pandemic influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת פנדמית","23","2021"
"Avian influenza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת העופות","23","2021"
"Toxic shock syndrome",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת ההלם הטוקסי","23","2021"
"Severe Acute Respiratory Syndrome (SARS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"תסמונת נשימתית חמורה חדה","23","2021"
"Food/Water borne infections",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"הרעלת מזון/מים","23","2021"
"Varicella - Chickenpox",1,0,0,15,1,0,0,0,1,0,0,0,2,0,0,"אבעבועות רוח","24","2021"
"Smallpox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אבעבועות שחורות","24","2021"
"Rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת","24","2021"
"Congenital rubella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אדמת מלידה","24","2021"
"E. coli O157:H7 infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7","24","2021"
"HIV carrier/ AIDS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"נשא HIV/ איידס","24","2021"
"Echinococcosis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אכינוקוקוזיס","24","2021"
"Diphtheria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"אסכרה","24","2021"
"Botulism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"בוטוליזם","24","2021"
"Brucellosis",7,0,0,0,3,0,0,3,0,0,1,0,0,0,0,"ברוצלוזיס","24","2021"
"Giardiasis",36,0,0,2,0,1,2,0,2,0,0,0,25,0,0,"ג'יארדיאזיס","24","2021"
"Anthrax",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"גחלת","24","2021"
"Pneumonic Plague",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר נשימתי","24","2021"
"Plague- non pneumonic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דבר שאינו נשימתי","24","2021"
"Acute Hepatitis A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית A","24","2021"
"Acute Hepatitis B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית B","24","2021"
"Acute Hepatitis C",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית C","24","2021"
"Acute viral hepatitis - other",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת כבד נגיפית אחרת","24","2021"
"Encephalitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת מח חדה","24","2021"
"Meningitis - meningococcal",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה מנינגוקוקית","24","2021"
"Meningitis - Haemophilus influenzae b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib","24","2021"
"Meningitis - pneumococcal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה פנוימוקוקית","24","2021"
"Acute viral meningitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה נגיפית","24","2021"
"Meningitis - unknown agent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה - מחולל לא ידוע","24","2021"
"Meningitis - other",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"דלקת עוצבה חדה אחרת","24","2021"
"Gonorrhea",2,0,0,0,0,0,1,0,0,0,4,0,9,0,2,"זיבה","24","2021"
"H. influenzae b invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib","24","2021"
"Meningococcal invasive infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק","24","2021"
"Pneumococcal invasive infection",0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,"זיהום פולשני ע""י פנוימוקוק","24","2021"
"Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה","24","2021"
"Congenital Zika",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיקה מלידה","24","2021"
"Mumps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חזרת","24","2021"
"Measles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"חצבת","24","2021"
"Tularemia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טולרמיה","24","2021"
"Typhoid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפואיד","24","2021"
"Murine typhus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"טיפוס מוריני","24","2021"
"Cholera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כולירה","24","2021"
"Non cholera vibrio infection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ויבריו שאינו כולירה","24","2021"
"Rabies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"כלבת","24","2021"
"Chlamydia trachomatis of the genital tract",3,0,0,0,0,0,0,0,2,0,8,0,1,0,0,"כלמידיה טרכומטיס בדרכי המין","24","2021"
