disease_type,Jerusalem,Zefat,Kinneret,Afula,Akko,Nazareth,Haifa,Hadera,Ha'Sharon,Petach Tiqwa,Ramla,Rehovot,Tel Aviv,Beer Sheva,Ashqelon,disease_type_heb,week_num,year,all_districts
Campylobacteriosis,161,0,11,3,2,0,0,0,0,0,0,0,25,0,2,קמפילובקטריוזיס,33,2021,204
Criptosporidiosis,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,קריפטוספורידיוזיס,33,2021,9
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,33,2021,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת ריאות פעילה,33,2021,0
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,33,2021,0
Shigellosis,5,0,0,8,1,0,1,0,0,0,1,0,4,1,0,שיגלוזיס,33,2021,21
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",33,2021,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",33,2021,0
Acute flaccid paralysis (through 15),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),33,2021,1
Pertussis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,שעלת,33,2021,1
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",33,2021,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,33,2021,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,33,2021,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,33,2021,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,33,2021,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,33,2021,0
Varicella - Chickenpox,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,אבעבועות רוח,34,2021,1
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,34,2021,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,34,2021,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,34,2021,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",34,2021,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,34,2021,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,34,2021,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,34,2021,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,34,2021,0
Brucellosis,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,ברוצלוזיס,34,2021,14
Giardiasis,23,0,0,0,0,0,1,0,0,0,0,0,10,0,0,ג'יארדיאזיס,34,2021,34
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,34,2021,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,34,2021,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,34,2021,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,34,2021,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,34,2021,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,34,2021,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,34,2021,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,34,2021,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,34,2021,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",34,2021,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,34,2021,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,34,2021,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,34,2021,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,34,2021,0
Gonorrhea,0,0,0,1,0,0,0,0,0,0,0,0,38,0,1,זיבה,34,2021,40
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",34,2021,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",34,2021,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,"זיהום פולשני ע""י פנוימוקוק",34,2021,3
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,34,2021,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,34,2021,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,34,2021,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,34,2021,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,34,2021,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,34,2021,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,34,2021,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,34,2021,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,34,2021,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,34,2021,0
Chlamydia trachomatis of the genital tract,0,0,0,17,0,1,0,0,0,0,0,1,122,1,2,כלמידיה טרכומטיס בדרכי המין,34,2021,144
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,34,2021,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ליסטריוזיס,34,2021,0
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,34,2021,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,34,2021,0
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,34,2021,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,34,2021,0
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,34,2021,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,34,2021,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,34,2021,1
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,34,2021,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,34,2021,0
Salmonellosis of the gastrointestinal tract,12,1,0,0,0,2,0,0,0,0,0,2,6,0,0,סלמונלוזיס של דרכי העיכול,34,2021,23
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת ראשונית ושניונית,34,2021,0
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,עגבת אחרת ומאוחרת,34,2021,1
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,34,2021,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,34,2021,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,34,2021,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,34,2021,0
Q fever,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,קדחת Q,34,2021,1
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,34,2021,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,34,2021,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,34,2021,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,34,2021,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,34,2021,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",34,2021,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",34,2021,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,34,2021,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,34,2021,0
Campylobacteriosis,9,0,0,0,0,0,64,0,0,0,0,0,20,0,0,קמפילובקטריוזיס,34,2021,93
Criptosporidiosis,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,קריפטוספורידיוזיס,34,2021,3
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,34,2021,0
Tuberculosis - active pulmonary,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,שחפת ריאות פעילה,34,2021,1
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,שחפת מחוץ לריאות,34,2021,4
Shigellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיגלוזיס,34,2021,0
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",34,2021,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",34,2021,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),34,2021,0
Pertussis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,שעלת,34,2021,1
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",34,2021,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,34,2021,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,34,2021,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,34,2021,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,34,2021,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,34,2021,0
Varicella - Chickenpox,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,אבעבועות רוח,35,2021,1
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,35,2021,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,35,2021,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,35,2021,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",35,2021,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,35,2021,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,35,2021,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,35,2021,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,35,2021,0
Brucellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,ברוצלוזיס,35,2021,28
Giardiasis,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,ג'יארדיאזיס,35,2021,10
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,35,2021,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,35,2021,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,35,2021,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,35,2021,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,35,2021,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,דלקת כבד נגיפית C,35,2021,1
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,35,2021,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,35,2021,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,35,2021,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",35,2021,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,35,2021,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,35,2021,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,35,2021,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,35,2021,0
Gonorrhea,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,זיבה,35,2021,9
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",35,2021,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",35,2021,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",35,2021,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,35,2021,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,35,2021,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,חזרת,35,2021,1
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,35,2021,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,35,2021,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,35,2021,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,35,2021,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,35,2021,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,35,2021,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,35,2021,0
Chlamydia trachomatis of the genital tract,5,0,0,0,0,0,13,0,0,0,0,1,0,0,0,כלמידיה טרכומטיס בדרכי המין,35,2021,19
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,35,2021,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ליסטריוזיס,35,2021,1
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,35,2021,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס של העור,35,2021,0
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,35,2021,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,מחלת הלגיונרים,35,2021,2
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,35,2021,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,35,2021,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,35,2021,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,35,2021,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,35,2021,0
Salmonellosis of the gastrointestinal tract,0,0,0,0,0,0,2,0,0,0,0,2,7,0,0,סלמונלוזיס של דרכי העיכול,35,2021,11
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת ראשונית ושניונית,35,2021,0
Syphilis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת אחרת ומאוחרת,35,2021,0
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,35,2021,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,35,2021,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,35,2021,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,35,2021,0
Q fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת Q,35,2021,0
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,35,2021,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,35,2021,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,35,2021,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,35,2021,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,35,2021,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",35,2021,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",35,2021,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,35,2021,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,35,2021,0
Campylobacteriosis,11,0,0,0,0,0,2,0,0,0,0,0,7,0,0,קמפילובקטריוזיס,35,2021,20
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,קריפטוספורידיוזיס,35,2021,2
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,35,2021,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת ריאות פעילה,35,2021,0
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,35,2021,0
Shigellosis,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,שיגלוזיס,35,2021,3
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",35,2021,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",35,2021,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),35,2021,0
Pertussis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שעלת,35,2021,0
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",35,2021,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,35,2021,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,35,2021,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,35,2021,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,35,2021,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,35,2021,0
Varicella - Chickenpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות רוח,36,2021,0
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,36,2021,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,36,2021,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,36,2021,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",36,2021,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,36,2021,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,36,2021,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,36,2021,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,36,2021,0
Brucellosis,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,ברוצלוזיס,36,2021,8
Giardiasis,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ג'יארדיאזיס,36,2021,8
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,36,2021,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,36,2021,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,36,2021,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,36,2021,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,36,2021,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,36,2021,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,36,2021,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,36,2021,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,36,2021,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",36,2021,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,36,2021,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,36,2021,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,36,2021,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,36,2021,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיבה,36,2021,0
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"זיהום פולשני ע""י Hib",36,2021,1
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",36,2021,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",36,2021,0
Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה,36,2021,0
Congenital Zika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיקה מלידה,36,2021,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,36,2021,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,36,2021,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,36,2021,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,36,2021,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,36,2021,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,36,2021,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,36,2021,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,36,2021,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלמידיה טרכומטיס בדרכי המין,36,2021,0
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,36,2021,0
Listeriosis,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ליסטריוזיס,36,2021,1
